t;ax;ay;az;distF;distB;distL;distR;alpha;powerL;powerR;
15513;0.627626;0.0784532;9.92433;70.4586;27.7862;63.4224;13.75;204.581;0;0;
15532;0.549172;0.0392266;9.8851;70.0621;28.1828;52.0431;23.0259;203.935;0;0;
15552;0.549172;0;9.84588;70.5103;28.2;63.0086;13.7155;203.827;0;0;
15571;0.666852;0.0392266;9.96356;71.4414;27.8034;62.9914;14.9914;204.693;0;0;
15592;0.549172;0.0784532;9.96356;70.8897;27.3724;61.2845;36.1638;204.377;0;0;
15611;0.549172;0.0392266;9.84588;70.6138;27.3897;53.5086;27.0431;205.016;0;0;
15630;0.588399;0.0392266;9.8851;70.4586;27.7862;52.9224;22.5431;205.337;0;0;
15650;0.588399;0;9.92433;70.0276;28.2172;63.0086;14.5259;203.504;0;0;
15671;0.549172;0.0392266;9.8851;70.4586;27.7517;62.9569;36.5948;204.044;0;0;
15690;0.588399;0;9.92433;70.4759;27.4241;51.6466;24.2328;203.935;0;0;
15711;0.549172;0.0392266;9.8851;70.0448;27.769;62.9741;36.181;204.259;0;0;
15730;0.549172;0.0392266;9.8851;70.4759;27.8034;51.5776;23.3707;202.957;0;0;
15750;0.549172;0.0392266;9.92433;69.9931;27.7517;62.9741;13.3534;204.996;0;0;
15769;0.549172;0.0392266;9.96356;70.0276;27.7862;63.3707;14.6121;204.693;0;0;
15788;0.627626;0.0392266;9.8851;70.4759;27.8034;52.8707;21.681;204.47;0;0;
15808;0.549172;0;9.8851;70.4241;27.769;62.9569;13.7672;204.581;0;0;
15828;0.588399;0;9.8851;70.4759;27.3552;63.7328;36.181;204.708;0;0;
15848;0.549172;0.0392266;9.8851;70.4586;27.7862;63.4224;13.681;204.693;0;0;
15867;0.588399;0.0392266;10.0028;70.4586;26.5793;53.6983;21.6983;204.79;0;0;
15888;0.627626;0.0784532;9.80665;70.8552;26.6828;63.4224;36.181;204.481;0;0;
15907;0.588399;0.0392266;9.92433;70.4759;27.5276;51.5948;23.4397;204.369;0;0;
15927;0.588399;0.0392266;9.92433;70.4586;27.8207;62.9741;14.1121;204.593;0;0;
15946;0.549172;0;9.96356;70.4586;27.3724;62.9224;14.5948;204.921;0;0;
15967;0.627626;0;9.80665;70.4931;27.3724;62.9224;35.7672;203.389;0;0;
15986;0.549172;0.0392266;10.0028;70.8724;29.0621;51.6466;21.7155;203.935;0;0;
16005;0.549172;0.0392266;9.84588;70.4241;27.8207;51.6983;23.3879;203.935;0;0;
16025;0.588399;0.0392266;9.8851;70.8379;27.8207;51.2328;23.5431;204.806;0;0;
16044;0.588399;0.0392266;9.84588;70.4241;27.4069;51.2672;23.7328;204.823;0;0;
16063;0.549172;0.0392266;9.8851;70.8897;27.8034;63.4397;13.3362;203.935;0;0;
16082;0.549172;0.0392266;9.92433;70.4759;27.8379;52.9224;21.7328;204.369;0;0;
16102;0.549172;0;9.8851;70.4414;28.2345;51.181;26.1121;204.044;0;0;
16121;0.588399;0;9.84588;71.8552;27.4069;55.181;22.8879;204.481;0;0;
16140;0.509946;0;9.84588;70.4069;27.8207;51.2672;22.9914;203.604;0;0;
16159;0.549172;0.0392266;9.92433;70.4241;27.4069;50.3879;24.181;204.271;0;0;
16179;0.549172;0;9.80665;70.8207;27.4241;51.681;23.7155;203.713;0;0;
16198;0.549172;0;10.1989;70.8552;27.8552;51.1983;22.9397;203.284;0;0;
16217;0.588399;0;9.92433;70.8724;27.8034;50.819;23.3362;204.265;0;0;
16236;0.549172;0.0392266;9.8851;70.4069;27.4069;52.5086;22.0776;203.825;0;0;
16255;0.588399;0.0392266;9.8851;70.4069;27.8034;52.0776;22.5776;203.504;0;0;
16275;0.588399;0.0392266;9.92433;70.4414;27.8207;57.9397;17.9914;203.61;0;0;
16294;0.588399;0.0392266;9.96356;70.4586;14.2517;52.0431;34.4569;204.593;0;0;
16313;0.627626;0;9.92433;71.2862;27.8034;63.0603;14.5259;204.369;0;0;
16332;0.627626;0;9.8851;70.4586;27.8034;63.0431;13.2845;203.935;0;0;
16351;0.588399;0.0392266;9.92433;70.8379;27.8034;52.0776;22.5603;204.154;0;0;
16371;0.549172;0.0784532;9.8851;70.4759;27.769;63.0086;13.7328;204.15;0;0;
16390;0.588399;0.0392266;9.84588;70.8207;27.8034;63.0086;13.319;203.935;0;0;
16409;0.549172;0.0392266;9.8851;70.8552;27.7862;63.0259;13.7155;205.337;0;0;
16429;0.549172;0;9.8851;70.4241;28.2;63.0086;12.9052;204.47;0;0;
16449;0.588399;0.0392266;9.8851;70.4069;27.769;63.4397;36.5776;204.79;0;0;
16469;0.588399;0;9.8851;70.4414;27.8207;52.5259;22.4914;204.15;0;0;
16488;0.588399;0;9.92433;70.8379;27.8379;62.9914;13.7155;204.902;0;0;
16509;0.588399;0.0392266;9.92433;70.4241;27.8207;62.9914;36.2328;203.18;0;0;
16528;0.549172;0;9.96356;70.4586;28.2345;63.0086;15.3879;204.259;0;0;
16548;0.588399;0.0392266;9.8851;70.3207;28.2;63.0431;13.2672;203.829;0;0;
16567;0.549172;0;9.96356;70.4414;27.8207;51.6466;22.9224;203.827;0;0;
16586;0.549172;0;9.92433;70.0276;27.8034;52.0776;22.9741;204.146;0;0;
16607;0.509946;0.0784532;9.84588;70.4414;27.7862;63.4397;36.1466;204.679;0;0;
16627;0.627626;0.0392266;9.8851;70.4069;29.0621;51.5948;35.75;203.389;0;0;
16648;0.588399;0;9.92433;71.2345;27.3552;63.4397;36.6293;204.47;0;0;
16668;0.588399;0;9.92433;70.8379;27.8207;62.9914;36.1983;204.921;0;0;
16688;0.588399;0.0392266;10.0028;70.8897;27.7862;63.0086;15.0086;204.259;0;0;
16708;0.666852;0.0392266;9.84588;70.0103;27.8034;51.1638;35.7672;203.717;0;0;
16727;0.549172;0.0784532;9.96356;69.2172;27.4069;52.0603;22.5086;203.935;0;0;
16746;0.549172;0.11768;9.80665;70.4414;27.8207;52.8879;22.6121;204.884;0;0;
16765;0.588399;0.0392266;9.84588;70.4069;27.4241;52.1293;23.7845;204.708;0;0;
16785;0.588399;0.0392266;9.8851;70.8207;27.8034;63.0086;14.5603;204.265;0;0;
16804;0.588399;0.0392266;9.8851;70.4414;27.8034;62.6293;13.75;204.046;0;0;
16823;0.588399;0.0392266;9.92433;70.8552;27.8207;62.181;14.1466;204.806;0;0;
16843;0.549172;0;9.92433;70.8379;27.8207;63.0431;13.75;204.154;0;0;
16862;0.509946;0.0392266;9.96356;70.8379;27.8034;63.0259;14.5603;203.935;0;0;
16883;0.588399;0;9.92433;71.2862;27.8034;63.4569;36.2155;204.806;0;0;
16903;0.588399;0.0392266;9.8851;70.0793;27.8379;63.0086;36.6293;204.693;0;0;
16922;0.588399;0.0392266;9.8851;70.0621;27.8207;62.6293;13.75;203.935;0;0;
16942;0.666852;0.0392266;9.8851;70.4069;27.8034;52.0776;22.5776;203.825;0;0;
16961;0.627626;0;9.8851;70.8379;27.3897;51.681;23.8017;204.481;0;0;
16980;0.588399;0.0392266;9.84588;70.8207;27.3897;51.6638;24.181;203.389;0;0;
17000;0.588399;0.0392266;9.92433;69.631;27.3897;52.9052;23.7155;204.823;0;0;
17019;0.588399;0.0392266;9.8851;70.4069;16.3724;51.2328;33.8534;204.158;0;0;
17039;0.588399;0.0392266;9.84588;70.8724;27.769;63.0086;15.4569;203.165;0;0;
17058;0.549172;0;9.8851;70.8552;27.8207;63.4914;13.681;204.046;0;0;
17078;0.549172;0;9.8851;70.4241;27.8379;63.0259;14.5431;204.377;0;0;
17097;0.588399;0.0392266;9.92433;70.3897;27.8207;63.0603;14.1293;203.487;0;0;
17116;0.588399;0.0392266;9.92433;70.8207;27.3552;63.5086;15.0259;203.165;0;0;
17136;0.588399;0.0392266;9.92433;70.4069;27.4069;52.1466;22.7328;204.271;0;0;
17155;0.588399;0.0784532;9.8851;70.8207;27.7862;63.4914;13.7328;203.284;0;0;
17175;0.627626;0.0392266;9.8851;70.4069;27.8034;62.6466;15.819;204.481;0;0;
17194;0.627626;0.0392266;9.80665;70.8207;27.8207;63.0431;13.7155;203.717;0;0;
17214;0.588399;0;9.92433;70.4241;27.8207;63.0603;35.819;203.825;0;0;
17234;0.588399;0.0392266;9.92433;70.4069;27.7862;63.0431;14.1983;204.265;0;0;
17253;0.549172;0.0392266;9.8851;70.8207;27.8379;62.6466;14.9569;204.044;0;0;
17273;0.549172;-0.0784532;9.84588;70.4241;27.8207;63.0603;14.1466;203.284;0;0;
17293;0.627626;0.0392266;9.96356;71.2862;27.769;63.0603;36.181;204.259;0;0;
17314;0.549172;0.0392266;9.8851;70.8552;27.769;63.0603;36.6293;203.389;0;0;
17333;0.509946;0.0392266;9.84588;70.8207;27.8379;63.4741;14.5776;204.044;0;0;
17353;0.627626;0.0392266;10.0812;70.8552;15.5793;63.0603;22.0776;203.717;0;0;
17372;0.549172;0.0392266;9.96356;70.4241;27.7862;63.4741;12.8707;202.628;-50;0;
17392;0.470719;0.156906;9.96356;70.8379;27.769;63.4914;13.3534;202.874;-50;0;
17411;-0.313813;-0.0784532;9.84588;71.3034;27.769;63.4397;13.7845;202.628;-50;0;
17430;-0.23536;0.313813;9.64974;70.8552;27.8034;51.5776;22.5603;201.445;-50;0;
17451;0.313813;0.509946;10.1205;70.9241;27.7;63.4914;36.1983;201.445;-50;0;
17470;-0.313813;-0.156906;9.76742;70.6138;27.6655;62.2328;14.6121;200.454;-50;0;
17490;0.431493;0;9.80665;71.0793;15.0966;57.4741;31.1121;199.374;-50;0;
17510;0.823759;0.23536;10.0812;71.269;27.4759;62.6638;36.6466;196.875;-50;0;
17530;0.274586;0;9.80665;71.3552;27.4241;49.4569;25.9052;197.476;-50;0;
17550;0.627626;0.196133;9.37516;71.5448;27.7345;50.9569;26.6293;196.613;-50;0;
17571;0.0784532;-0.156906;8.23759;71.7345;27.6828;60.5603;36.3534;195.018;-50;0;
17591;0.313813;0.392266;9.1398;71.9759;27.5793;58.2672;36.3879;191.145;-50;0;
17612;0.588399;-0.313813;9.53206;72.5103;27.0966;47.5259;37.7155;191.373;-50;0;
17632;0.706079;0.549172;9.64974;72.5103;26.9931;57.25;38.181;189.773;-50;0;
17650;0.784532;0.196133;10.0028;30.3379;26.9931;64.319;37.4052;189.677;0;0;
